,"Trans Date and
Time",Value Date,Transaction Details,"Ref/Cheque
No",Debit,Credit,Balance,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,"Trans Date and
Value Date
Time","Ref/Cheque
Debit
Credit
Balance
No",Unnamed: 6
14,20/07/21 10:44,20/07/21,UPI/MOB/120110828655/UPI,,"1,000.00",,"32,307.59Cr",,,,,,,,,
15,20/07/21 11:44,20/07/21,UPI/MOB/120111385194/UPI,,"1,000.00",,"31,307.59Cr",,,,,,,,,
16,20/07/21 13:29,20/07/21,"POS-VISA/PAYU-
www.wix.com/120107945621",,"1,110.00",,"30,197.59Cr",,,,,,,,,
17,20/07/21 18:57,20/07/21,UPI/MOB/120118334226/UPI,,220.00,,"29,977.59Cr",,,,,,,,,
18,20/07/21 19:00,20/07/21,UPI/MOB/120119414912/UPI,,20.00,,"29,957.59Cr",,,,,,,,,
19,21/07/21 10:58,21/07/21,UPI/MOB/120210741264/UPI,,"1,000.00",,"28,957.59Cr",,,,,,,,,
20,21/07/21 18:58,21/07/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1202132442",,53.00,,"28,904.59Cr",,,,,,,,,
21,22/07/21 09:02,22/07/21,UPI/MOB/120309246091/UPI Transaction,,"1,000.00",,"27,904.59Cr",,,,,,,,,
22,22/07/21 17:26,22/07/21,"REF/POS-VISA/IOCL 0.75%
CASH/446673/190721",,,3.75,"27,908.34Cr",,,,,,,,,
23,22/07/21 18:57,22/07/21,"ATM-NFS/CASH WITHDRAWAL/PEER
MUCH/120318018939",,500.00,,"27,408.34Cr",,,,,,,,,
0,22/07/21 20:21,22/07/21,UPI/MOB/120320040653/UPI,,40.00,,"27,368.34Cr",,,,,,,,,
1,23/07/21 17:15,23/07/21,UPI/MOB/120417530749/AirtelMoney,,800.00,,"26,568.34Cr",,,,,,,,,
2,23/07/21 18:07,23/07/21,UPI/MOB/120418084295/UPI,,700.00,,"25,868.34Cr",,,,,,,,,
3,23/07/21 18:31,23/07/21,"POS-VISA/HPCL ADHOC TRUCK SUPP
PANCHKUL/1204136482",,992.50,,"24,875.84Cr",,,,,,,,,
4,23/07/21 18:56,23/07/21,UPI/MOB/120418488002/UPI,,150.00,,"24,725.84Cr",,,,,,,,,
5,23/07/21 21:38,23/07/21,UPI/MOB/120494844128/hhh,,,"5,000.00","29,725.84Cr",,,,,,,,,
6,23/07/21 22:58,23/07/21,UPI/MOB/120422243990/UPI,,388.00,,"29,337.84Cr",,,,,,,,,
7,23/07/21 23:02,23/07/21,UPI/MOB/120423292637/UPI,,180.00,,"29,157.84Cr",,,,,,,,,
8,24/07/21 00:58,24/07/21,"UPI/MOB/120500206791/Rewarded for
making eligible",,,2.00,"29,159.84Cr",,,,,,,,,
9,24/07/21 08:54,24/07/21,UPI/MOB/120596530268/Upi Transaction,,"1,000.00",,"28,159.84Cr",,,,,,,,,
10,24/07/21 10:35,24/07/21,UPI/MOB/120510509139/UPI,,"2,500.00",,"25,659.84Cr",,,,,,,,,
11,24/07/21 11:32,24/07/21,UPI/MOB/120511899015/UPI,,900.00,,"24,759.84Cr",,,,,,,,,
12,24/07/21 14:34,24/07/21,DC 10% Cashback campaign Jun21,,,"1,000.00","25,759.84Cr",,,,,,,,,
13,24/07/21 19:09,24/07/21,"POS-VISA/KRISHAN KUMAR
GARG/120519252846",,850.00,,"24,909.84Cr",,,,,,,,,
14,25/07/21 10:44,25/07/21,UPI/MOB/120610609875/UPI,,"1,000.00",,"23,909.84Cr",,,,,,,,,
15,25/07/21 11:29,25/07/21,"UPI/MOB/120609085642/Payment
Request from MakeMyTr",,"1,887.00",,"22,022.84Cr",,,,,,,,,
16,25/07/21 17:02,25/07/21,"POS-VISA/A AND K
ENTERPRISES/120611039832",,641.00,,"21,381.84Cr",,,,,,,,,
17,25/07/21 19:07,25/07/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1206135856",,393.00,,"20,988.84Cr",,,,,,,,,
18,25/07/21 20:19,25/07/21,"ATM-NFS/CASH WITHDRAWAL/PEER
MUCH/120620001528",,"1,000.00",,"19,988.84Cr",,,,,,,,,
19,26/07/21 10:44,26/07/21,UPI/MOB/120710741872/UPI,,"1,000.00",,"18,988.84Cr",,,,,,,,,
20,26/07/21 12:43,26/07/21,UPI/MOB/120712822933/UPI,,748.00,,"18,240.84Cr",,,,,,,,,
21,26/07/21 21:19,26/07/21,"IMPS-MOB/Fund
Trf/120721664212/34116625/15708780395
2/",,,"4,000.00","22,240.84Cr",,,,,,,,,
22,27/07/21 11:37,27/07/21,UPI/MOB/120811899053/UPI,,"1,000.00",,"21,240.84Cr",,,,,,,,,
23,27/07/21 11:58,27/07/21,"IMPS-MOB/Fund
Trf/120811793406/34116625/15708780395
2/",,,"4,000.00","25,240.84Cr",,,,,,,,,
0,27/07/21 13:26,27/07/21,"UPI/MOB/120870066576/collect-pay-
request",,"14,668.00",,"10,572.84Cr",,,,,,,,,
1,27/07/21 17:59,27/07/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1208121722",,640.00,,"9,932.84Cr",,,,,,,,,
2,27/07/21 18:03,27/07/21,"POS-VISA/KRISHAN KUMAR
GARG/120818442927",,700.00,,"9,232.84Cr",,,,,,,,,
3,27/07/21 18:26,27/07/21,"POS-VISA/HPCL ADHOC TRUCK SUPP
PANCHKUL/1208121785",,992.50,,"8,240.34Cr",,,,,,,,,
4,27/07/21 18:56,27/07/21,UPI/MOB/120818062969/UPI,,150.00,,"8,090.34Cr",,,,,,,,,
5,27/07/21 22:44,27/07/21,UPI/MOB/120822711662/UPI,,295.00,,"7,795.34Cr",,,,,,,,,
6,27/07/21 22:57,27/07/21,UPI/MOB/120822874102/UPI,,200.00,,"7,595.34Cr",,,,,,,,,
7,28/07/21 08:50,28/07/21,"IMPS-MOB/Fund
Trf/120908064379/34116625/1570878039
52/",,,"31,525.00","39,120.34Cr",,,,,,,,,
8,28/07/21 10:23,28/07/21,UPI/MOB/120910874817/UPI,,"1,000.00",,"38,120.34Cr",,,,,,,,,
9,28/07/21 10:25,28/07/21,UPI/MOB/120910916711/UPI,,,6.00,"38,126.34Cr",,,,,,,,,
10,28/07/21 15:13,28/07/21,UPI/MOB/120915059680/UPI,,120.00,,"38,006.34Cr",,,,,,,,,
11,28/07/21 17:28,28/07/21,UPI/MOB/120917130156/UPI,,570.00,,"37,436.34Cr",,,,,,,,,
12,28/07/21 17:48,28/07/21,"POS-VISA/ATO*RAJESH AND
CO/120917293739",,500.00,,"36,936.34Cr",,,,,,,,,
13,28/07/21 17:54,28/07/21,UPI/MOB/120917755465/UPI,,198.00,,"36,738.34Cr",,,,,,,,,
14,28/07/21 18:11,28/07/21,"POS-VISA/HOTEL BAROG
HEIGHTS/120912995672",,"2,500.00",,"34,238.34Cr",,,,,,,,,
15,28/07/21 22:05,28/07/21,UPI/MOB/120922506346/UPI,,120.00,,"34,118.34Cr",,,,,,,,,
16,29/07/21 10:35,29/07/21,UPI/MOB/121010495363/UPI Transaction,,"1,000.00",,"33,118.34Cr",,,,,,,,,
17,29/07/21 11:32,29/07/21,UPI/MOB/121011857928/UPI,,,"8,000.00","41,118.34Cr",,,,,,,,,
18,29/07/21 12:12,29/07/21,"POS-VISA/HOTEL BAROG
HEIGHTS/121006416989",,694.00,,"40,424.34Cr",,,,,,,,,
19,29/07/21 12:32,29/07/21,"ATM-NFS/CASH WITHDRAWAL/SBP
DHARA/121012015237",,"1,000.00",,"39,424.34Cr",,,,,,,,,
20,29/07/21 12:34,29/07/21,UPI/MOB/121012356561/AirtelMoney,,60.00,,"39,364.34Cr",,,,,,,,,
21,29/07/21 12:48,29/07/21,UPI/MOB/121012691628/UPI,,40.00,,"39,324.34Cr",,,,,,,,,
22,29/07/21 14:10,29/07/21,UPI/MOB/121014648397/UPI Transaction,,382.24,,"38,942.10Cr",,,,,,,,,
23,30/07/21 11:29,30/07/21,UPI/MOB/121111573217/UPI,,"1,500.00",,"37,442.10Cr",,,,,,,,,
24,30/07/21 14:19,30/07/21,IMPS-MOB/Fund,,,"10,000.00","47,442.10Cr",,,,,,,,,
0,,,"Trf/121114019287/34116625/157087803952
/",,,,,,,,,,,,,
1,,,"UPI/MOB/121120010545/ZomatoOnlineOrd
er",,,,,,30/07/21,,,482.00,,30/07/21 20:09,,"46,960.10Cr"
2,,,UPI/MOB/121210974087/UPI,,,,,,31/07/21,,,,"30,000.00",31/07/21 10:18,,"76,960.10Cr"
3,,,UPI/MOB/121211637047/UPI,,,,,,31/07/21,,,"1,500.00",,31/07/21 11:18,,"75,460.10Cr"
4,,,"UPI/MOB/121211877958/BeatoappOrder10
01987",,,,,,31/07/21,,,499.00,,31/07/21 11:26,,"74,961.10Cr"
5,,,UPI/MOB/121211029349/AirtelMoney,,,,,,31/07/21,,,500.00,,31/07/21 11:31,,"74,461.10Cr"
6,,,"POS-VISA/KRISHAN KUMAR
GARG/121218480071",,,,,,31/07/21,,,700.00,,31/07/21 18:43,,"73,761.10Cr"
7,,,"POS-VISA/TRUCK SUPPLIERS CORPORPIN
-PINJ/1212134874",,,,,,31/07/21,,,992.50,,31/07/21 19:11,,"72,768.60Cr"
8,,,MONTHLY SAVINGS INTEREST CREDIT,,,,,,31/07/21,,,,151.00,31/07/21 01:43,,"72,919.60Cr"
9,,,UPI/MOB/121309227476/UPI,,,,,,01/08/21,,,"7,000.00",,01/08/21 09:04,,"65,919.60Cr"
10,,,UPI/MOB/121309731417/UberRide,,,,,,01/08/21,,,115.00,,01/08/21 09:26,,"65,804.60Cr"
11,,,UPI/MOB/121309288542/UPI,,,,,,01/08/21,,,149.00,,01/08/21 09:49,,"65,655.60Cr"
12,,,UPI/MOB/121310580082/UPI,,,,,,01/08/21,,,40.00,,01/08/21 10:01,,"65,615.60Cr"
13,,,UPI/MOB/121310205828/UPI,,,,,,01/08/21,,,"1,500.00",,01/08/21 10:25,,"64,115.60Cr"
14,,,"POS-VISA/A AND K
ENTERPRISES/121306026638",,,,,,01/08/21,,,"3,886.00",,01/08/21 11:47,,"60,229.60Cr"
15,,,"POS-VISA/KRISHAN KUMAR
GARG/121315157225",,,,,,01/08/21,,,"1,400.00",,01/08/21 15:51,,"58,829.60Cr"
16,,,UPI/MOB/121402402836/balance payment,,,,,,02/08/21,,,,"19,500.00",02/08/21 10:33,,"78,329.60Cr"
17,,,UPI/MOB/121410935099/UPI,,,,,,02/08/21,,,"1,500.00",,02/08/21 10:51,,"76,829.60Cr"
18,,,UPI/MOB/121410025572/UPI,,,,,,02/08/21,,,,"35,000.00",02/08/21 10:55,,"111,829.60Cr"
19,,,UPI/MOB/121410154216/UPI,,,,,,02/08/21,,,,"19,500.00",02/08/21 10:59,,"131,329.60Cr"
20,,,"IMPS-RIB/Fund Trf/121411628237/Aarif
Hussain
Radhu/002901519209ICIC/7thAugGroupA
dvance",,,,,,02/08/21,,,"15,000.00",,02/08/21 11:19,,"116,329.60Cr"
21,,,UPI/MOB/121413479182/UPI,,,,,,02/08/21,,,"2,394.94",,02/08/21 13:25,,"113,934.66Cr"
22,,,UPI/MOB/121413796137/Pay,,,,,,02/08/21,,,"4,060.00",,02/08/21 13:35,,"109,874.66Cr"
23,,,"POS-VISA/Google
WorkSpace/121408247806",,,,,,02/08/21,,,826.00,,02/08/21 13:40,,"109,048.66Cr"
0,02/08/21 17:37,02/08/21,"POS-VISA/KRISHAN KUMAR
GARG/121417046586",,800.00,,"108,248.66Cr",,,,,,,,,
1,02/08/21 18:03,02/08/21,"POS-VISA/TRUCK SUPPLIERS CORPORPIN
-PINJ/1214121548",,992.50,,"107,256.16Cr",,,,,,,,,
2,02/08/21 18:58,02/08/21,UPI/MOB/121418040878/UPI,,130.00,,"107,126.16Cr",,,,,,,,,
3,02/08/21 20:56,02/08/21,UPI/MOB/121420718783/UPI,,220.00,,"106,906.16Cr",,,,,,,,,
4,03/08/21 11:42,03/08/21,"IMPS-RIB/Fund Trf/121511795947/lav
gupta/157087803952INDB/",,"1,000.00",,"105,906.16Cr",,,,,,,,,
5,03/08/21 12:40,03/08/21,"IMPS-RIB/Fund Trf/121512807779/Mukesh
Kumar Rathaur/03281000007418HDFC/",,"5,000.00",,"100,906.16Cr",,,,,,,,,
6,03/08/21 12:54,03/08/21,UPI/MOB/121512411421/UPI,,"1,500.00",,"99,406.16Cr",,,,,,,,,
7,03/08/21 12:55,03/08/21,"UPI/MOB/121512447393/Rewarded for
using Google Pay",,,2.0,"99,408.16Cr",,,,,,,,,
8,03/08/21 17:04,03/08/21,POS-VISA/MEHFIL/121511892619,,381.00,,"99,027.16Cr",,,,,,,,,
9,03/08/21 20:14,03/08/21,"POS-VISA/ATO*RAJESH AND
CO/121520794898",,650.00,,"98,377.16Cr",,,,,,,,,
10,03/08/21 20:21,03/08/21,UPI/MOB/121520992692/UPI,,330.00,,"98,047.16Cr",,,,,,,,,
11,04/08/21 11:51,04/08/21,UPI/MOB/121611545564/UPI,,"3,000.00",,"95,047.16Cr",,,,,,,,,
12,04/08/21 12:17,04/08/21,UPI/MOB/121612386583/UPI,,79.00,,"94,968.16Cr",,,,,,,,,
13,04/08/21 12:17,04/08/21,UPI-REV/MOB/121612386583/UPI,,,79.0,"95,047.16Cr",,,,,,,,,
14,04/08/21 12:18,04/08/21,UPI/MOB/121612433382/UPI,,79.00,,"94,968.16Cr",,,,,,,,,
15,04/08/21 12:24,04/08/21,UPI/MOB/121612606449/UPI,,130.00,,"94,838.16Cr",,,,,,,,,
16,04/08/21 13:24,04/08/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1216076946",,572.00,,"94,266.16Cr",,,,,,,,,
17,04/08/21 13:28,04/08/21,UPI/MOB/121613623515/UPI,,100.00,,"94,166.16Cr",,,,,,,,,
18,04/08/21 18:57,04/08/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1216138195",,53.00,,"94,113.16Cr",,,,,,,,,
19,04/08/21 19:00,04/08/21,"POS-VISA/KRISHAN KUMAR
GARG/121619693144",,800.00,,"93,313.16Cr",,,,,,,,,
20,05/08/21 11:49,05/08/21,UPI/MOB/121711238762/UPI,,"1,500.00",,"91,813.16Cr",,,,,,,,,
21,05/08/21 18:57,05/08/21,UPI/MOB/121718157702/UPI,,10.00,,"91,803.16Cr",,,,,,,,,
22,05/08/21 19:30,05/08/21,POS-VISA/GOOGLE* Tinder/121714448759,,83.07,,"91,720.09Cr",,,,,,,,,
23,05/08/21 22:34,05/08/21,UPI/MOB/121722096605/UPI,,"2,757.00",,"88,963.09Cr",,,,,,,,,
24,05/08/21 22:36,05/08/21,UPI/MOB/121722146376/UPI,,,11.0,"88,974.09Cr",,,,,,,,,
0,25/01/21 12:55,25/01/21,UPI/MOB/102512498224/UPI,,"1,700.00",,"18,263.34Cr",,,,,,,,,
1,25/01/21 18:33,25/01/21,"POS-VISA/KRISHAN KUMAR
GARG/102518747607",,450.00,,"17,813.34Cr",,,,,,,,,
2,26/01/21 17:39,26/01/21,"POS-VISA/PETRO INDIA FILLING
STPANCHAKU/1026125462",,"1,000.00",,"16,813.34Cr",,,,,,,,,
3,26/01/21 20:07,26/01/21,"POS-VISA/ATO*RAJESH AND
CO/102620534099",,450.00,,"16,363.34Cr",,,,,,,,,
4,26/01/21 20:16,26/01/21,UPI/MOB/102620146987/UPI,,340.00,,"16,023.34Cr",,,,,,,,,
5,26/01/21 23:33,26/01/21,"UPI/MOB/102623580795/UPI Transaction
for 75414352",,"6,733.00",,"9,290.34Cr",,,,,,,,,
6,26/01/21 23:47,26/01/21,UPI/MOB/102623685286/UPI,,470.00,,"8,820.34Cr",,,,,,,,,
7,27/01/21 10:25,27/01/21,"POS-VISA/HOTEL RAMADA
KASAULI/102704785054",,690.00,,"8,130.34Cr",,,,,,,,,
8,27/01/21 15:41,27/01/21,"IMPS-MOB/Fund
Trf/102715480649/34116625/15708780395
2/",,,"30,000.00","38,130.34Cr",,,,,,,,,
9,27/01/21 15:58,27/01/21,UPI/MOB/102715799711/UPI,,"4,915.00",,"33,215.34Cr",,,,,,,,,
10,27/01/21 17:43,27/01/21,"POS-VISA/ATO*RAJESH AND
CO/102717379986",,450.00,,"32,765.34Cr",,,,,,,,,
11,27/01/21 17:59,27/01/21,UPI/MOB/102717046808/UPI,,200.00,,"32,565.34Cr",,,,,,,,,
12,27/01/21 21:30,27/01/21,POS-VISA/THE UPPALS/102721100684,,"1,180.00",,"31,385.34Cr",,,,,,,,,
13,27/01/21 22:19,27/01/21,"ATM-NFS/CASH
WITHDRAWAL/GARKHAL/102722007353",,"1,000.00",,"30,385.34Cr",,,,,,,,,
14,28/01/21 11:40,28/01/21,POS-VISA/THE UPPALS/102811745117,,"2,290.00",,"28,095.34Cr",,,,,,,,,
15,28/01/21 13:46,28/01/21,UPI/MOB/102813471012/UPI,,800.00,,"27,295.34Cr",,,,,,,,,
16,28/01/21 14:24,28/01/21,UPI/MOB/102814474552/UPI,,"1,500.00",,"25,795.34Cr",,,,,,,,,
17,28/01/21 15:16,28/01/21,"IMPS-MOB/Fund
Trf/102815813807/34116625/15708780395
2/",,,"19,500.00","45,295.34Cr",,,,,,,,,
18,28/01/21 16:26,28/01/21,"REF/POS-VISA/PETRO INDIA
FIL/977296/260121",,,7.50,"45,302.84Cr",,,,,,,,,
19,29/01/21 10:50,29/01/21,UPI/MOB/102910614149/UPI Transaction,,382.23,,"44,920.61Cr",,,,,,,,,
20,29/01/21 10:53,29/01/21,"POS-VISA/BHARTI AIRTEL
LTD/102905130254",,708.00,,"44,212.61Cr",,,,,,,,,
21,29/01/21 12:31,29/01/21,"IMPS-MOB/Fund
Trf/102912113791/34116625/157087803952
/",,,"64,645.00","108,857.61Cr",,,,,,,,,
22,29/01/21 18:24,29/01/21,POS-VISA/KRISHAN KUMAR,,150.00,,"108,707.61Cr",,,,,,,,,
0,05/08/21 22:38,05/08/21,"UPI/MOB/121722174245/Rewarded for
using Google Pay",,,10.00,"88,984.09Cr",,,,,,,,,
1,06/08/21 10:37,06/08/21,UPI/MOB/121810405154/UPI,,"1,500.00",,"87,484.09Cr",,,,,,,,,
2,06/08/21 10:59,06/08/21,"IMPS-RIB/Fund Trf/121810260920/Mr
PHUNCHOK
TSERING/30486475490SBIN/",,"15,000.00",,"72,484.09Cr",,,,,,,,,
3,06/08/21 18:16,06/08/21,UPI/MOB/121818406222/UPI,,935.00,,"71,549.09Cr",,,,,,,,,
4,06/08/21 18:28,06/08/21,"UPI/MOB/121818809792/Payment made to
Merchant",,200.00,,"71,349.09Cr",,,,,,,,,
5,06/08/21 18:31,06/08/21,"POS-VISA/KRISHAN KUMAR
GARG/121818266841",,900.00,,"70,449.09Cr",,,,,,,,,
6,06/08/21 19:10,06/08/21,UPI/MOB/121819240831/UPI,,600.00,,"69,849.09Cr",,,,,,,,,
7,07/08/21 10:57,07/08/21,UPI/MOB/121910372614/UPI,,"1,045.00",,"68,804.09Cr",,,,,,,,,
8,07/08/21 11:36,07/08/21,"UPI/MOB/121911515089/Pay To
SUNEELKUMAR",,30.00,,"68,774.09Cr",,,,,,,,,
9,07/08/21 12:51,07/08/21,"IMPS-RIB/Fund Trf/121912441414/Mukesh
Kumar
Rathaur/03281000007418HDFC/pangongc
amppayment",,"10,000.00",,"58,774.09Cr",,,,,,,,,
10,07/08/21 12:51,07/08/21,"IMPS-RIB/FT-
REV/121912441414/03281000007418HDFC
/pangongcamppayment",,,"10,000.00","68,774.09Cr",,,,,,,,,
11,07/08/21 12:52,07/08/21,"IMPS-RIB/Fund Trf/121912441660/Mukesh
Kumar
Rathaur/03281000007418HDFC/pangongc
amppayment",,"10,000.00",,"58,774.09Cr",,,,,,,,,
12,07/08/21 12:57,07/08/21,UPI/MOB/121912857251/UPI,,"1,000.00",,"57,774.09Cr",,,,,,,,,
13,07/08/21 14:05,07/08/21,UPI/MOB/121914791336/AirtelMoney,,100.00,,"57,674.09Cr",,,,,,,,,
14,07/08/21 14:07,07/08/21,"POS-VISA/HPCL ADHOC TRUCK SUPP
PANCHKUL/1219083692",,"1,091.75",,"56,582.34Cr",,,,,,,,,
15,07/08/21 15:29,07/08/21,"IMPS-MOB/Fund
Trf/121915151791/34116625/157087803952/",,,"22,500.00","79,082.34Cr",,,,,,,,,
16,07/08/21 15:36,07/08/21,UPI/MOB/121915132291/UPI,,100.00,,"78,982.34Cr",,,,,,,,,
17,07/08/21 16:22,07/08/21,"POS-VISA/NEELGIRI
RESORTS/121916617167",,"2,200.00",,"76,782.34Cr",,,,,,,,,
18,07/08/21 16:23,07/08/21,"POS-VISA/NEELGIRI RESORTS-
CANCELLED/121916617167",,,"2,200.00","78,982.34Cr",,,,,,,,,
19,07/08/21 18:33,07/08/21,"POS-VISA/NEELGIRI
RESORTS/121918969264",,"2,200.00",,"76,782.34Cr",,,,,,,,,
20,07/08/21 18:42,07/08/21,"POS-VISA/ATO*RAJESH AND
CO/121918995035",,500.00,,"76,282.34Cr",,,,,,,,,
0,07/08/21 18:48,07/08/21,UPI/MOB/121918424207/UPI,,10.00,,"76,272.34Cr",,,,,,,,,
1,07/08/21 18:50,07/08/21,UPI/MOB/121918482786/UPI,,280.00,,"75,992.34Cr",,,,,,,,,
2,08/08/21 01:42,08/08/21,UPI/MOB/122001706838/UPI,,160.00,,"75,832.34Cr",,,,,,,,,
3,08/08/21 08:23,08/08/21,POS-VISA/GOOGLE* happn/122002317260,,599.00,,"75,233.34Cr",,,,,,,,,
4,08/08/21 12:58,08/08/21,UPI/MOB/122012145167/UPI,,"1,000.00",,"74,233.34Cr",,,,,,,,,
5,08/08/21 13:18,08/08/21,"UPI/MOB/122013677150/leh trip for 2
persone",,,"9,000.00","83,233.34Cr",,,,,,,,,
6,08/08/21 18:52,08/08/21,"POS-VISA/ATO*RAJESH AND
CO/122018785614",,500.00,,"82,733.34Cr",,,,,,,,,
7,09/08/21 00:29,09/08/21,"ATM-NFS/CASH WITHDRAWAL/SBP
DHARA/122100014638",,"1,000.00",,"81,733.34Cr",,,,,,,,,
8,09/08/21 00:37,09/08/21,UPI/MOB/122100754042/UPI,,170.00,,"81,563.34Cr",,,,,,,,,
9,09/08/21 09:33,09/08/21,"IMPS-MOB/Fund
Trf/122109605237/34116625/15708780395
2/",,,"13,500.00","95,063.34Cr",,,,,,,,,
10,09/08/21 12:07,09/08/21,"POS-VISA/NEELGIRI
RESORTS/122112686305",,"6,288.40",,"88,774.94Cr",,,,,,,,,
11,09/08/21 17:50,09/08/21,"IMPS-RIB/Fund Trf/122117747335/Stanzin
Tsultim/50100290061689HDFC/camppay
ment",,"10,000.00",,"78,774.94Cr",,,,,,,,,
12,09/08/21 17:57,09/08/21,UPI/MOB/122117688745/UPI,,500.00,,"78,274.94Cr",,,,,,,,,
13,09/08/21 17:58,09/08/21,UPI/MOB/122117716828/UPI,,,11.00,"78,285.94Cr",,,,,,,,,
14,09/08/21 18:00,09/08/21,UPI/MOB/122118767360/UPI,,,9.26,"78,295.20Cr",,,,,,,,,
15,09/08/21 18:02,09/08/21,UPI/MOB/122118838698/UPI,,,2.00,"78,297.20Cr",,,,,,,,,
16,09/08/21 18:57,09/08/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1221136405",,10.00,,"78,287.20Cr",,,,,,,,,
17,09/08/21 19:01,09/08/21,"POS-VISA/KRISHAN KUMAR
GARG/122119837713",,700.00,,"77,587.20Cr",,,,,,,,,
18,10/08/21 10:40,10/08/21,UPI/MOB/122210655165/UPI,,"1,000.00",,"76,587.20Cr",,,,,,,,,
19,10/08/21 13:44,10/08/21,Debit Card Anniversary Cashback,,,229.00,"76,816.20Cr",,,,,,,,,
20,10/08/21 15:38,10/08/21,"UPI/MOB/122252653441/UPI Payment-
Remaining trip pa",,,"42,000.00","118,816.20Cr",,,,,,,,,
21,10/08/21 17:38,10/08/21,"Ecom Purchase/31517997/PayU
Payme/Flight Book",,"50,904.00",,"67,912.20Cr",,,,,,,,,
22,10/08/21 19:10,10/08/21,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1222139785",,153.00,,"67,759.20Cr",,,,,,,,,
23,10/08/21 00:04,10/08/21,IMPS-MOB/Fund,,,"50,000.00","117,759.20Cr",,,,,,,,,
0,,,"Trf/122300245910/34116625/15708780395
2/",,,,,,,,,,,,,
1,,,UPI/MOB/122313133124/UPI,,,,,,11/08/21,,,"1,500.00",,11/08/21 13:08,,"116,259.20Cr"
2,,,"IMPS-RIB/Fund Trf/122313008321/Aarif
Hussain Radhu/002901519209ICIC/",,,,,,11/08/21,,,"19,400.00",,11/08/21 13:22,,"96,859.20Cr"
3,,,"POS-VISA/UMBRELLA THE SUPER STOZIR
-ZIRA/1223122780",,,,,,11/08/21,,,759.00,,11/08/21 17:57,,"96,100.20Cr"
4,,,UPI/MOB/122318423052/AirtelMoney,,,,,,11/08/21,,,100.00,,11/08/21 18:11,,"96,000.20Cr"
5,,,"POS-VISA/CHANDEL FILLING STATIOSOL-
SOLA/1223133034",,,,,,11/08/21,,,"1,000.00",,11/08/21 18:47,,"95,000.20Cr"
6,,,"UPI/MOB/122318996610/thetouring
Maldives flight ba",,,,,,11/08/21,,,,904.00,11/08/21 18:49,,"95,904.20Cr"
7,,,UPI/MOB/122319396765/UPI,,,,,,11/08/21,,,210.00,,11/08/21 19:14,,"95,694.20Cr"
8,,,"POS-VISA/ATO*RAJESH AND
CO/122319263740",,,,,,11/08/21,,,"1,300.00",,11/08/21 19:18,,"94,394.20Cr"
9,,,UPI/MOB/122321912420/UPI,,,,,,11/08/21,,,110.00,,11/08/21 21:24,,"94,284.20Cr"
10,,,UPI/MOB/122323521190/UPI,,,,,,11/08/21,,,500.00,,11/08/21 23:34,,"93,784.20Cr"
11,,,UPI/MOB/122435124692/Upi Transaction,,,,,,12/08/21,,,"1,500.00",,12/08/21 11:51,,"92,284.20Cr"
12,,,UPI/MOB/122413194975/UPI,,,,,,12/08/21,,,,5.00,12/08/21 13:25,,"92,289.20Cr"
13,,,UPI/MOB/122413328302/UPI,,,,,,12/08/21,,,,3.70,12/08/21 13:30,,"92,292.90Cr"
14,,,"IMPS-MOB/Fund
Trf/122414758551/34116625/157087803952
/",,,,,,12/08/21,,,,"27,000.00",12/08/21 14:35,,"119,292.90Cr"
15,,,"IMPS-RIB/Fund Trf/122414170353/Mr
PHUNCHOK
TSERING/30486475490SBIN/tempopaym
ent",,,,,,12/08/21,,,"21,000.00",,12/08/21 14:37,,"98,292.90Cr"
16,,,"IMPS-MOB/Fund
Trf/122416805143/34116625/15708780395
2/",,,,,,12/08/21,,,,"18,000.00",12/08/21 16:56,,"116,292.90Cr"
17,,,UPI/MOB/122418691867/UPI,,,,,,12/08/21,,,70.00,,12/08/21 18:37,,"116,222.90Cr"
18,,,"POS-VISA/ATO*RAJESH AND
CO/122418987244",,,,,,12/08/21,,,"1,000.00",,12/08/21 18:40,,"115,222.90Cr"
19,,,UPI/MOB/122419291019/UPI,,,,,,12/08/21,,,130.00,,12/08/21 19:25,,"115,092.90Cr"
20,,,UPI/MOB/122419585808/UPI,,,,,,12/08/21,,,250.00,,12/08/21 19:34,,"114,842.90Cr"
21,,,"UPI/MOB/122443177607/Remaining
payment",,,,,,12/08/21,,,,"9,000.00",12/08/21 20:40,,"123,842.90Cr"
22,,,UPI/MOB/122421713534/UPI,,,,,,12/08/21,,,200.00,,12/08/21 21:09,,"123,642.90Cr"
0,,,,,,,,,,,,,,,,
1,,,UPI/MOB/122511727684/UPI,,,,,,13/08/21,,,,"18,000.00",13/08/21 11:51,,"141,642.90Cr"
2,,,UPI/MOB/122512445970/UPI,,,,,,13/08/21,,,"2,400.00",,13/08/21 12:18,,"139,242.90Cr"
